drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB00438,Ceftazidime,ORFOPKXBNMVMKC-DWVKKRMSSA-N,ORFOPKXBNMVMKC,J01DD02,1,,0
DB00169,Cholecalciferol,,,,0,,0
DB00171,ATP,,,,0,,0
DB00439,Cerivastatin,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01592,Iron,,,,0,,0
DB01785,Dimethylallyl Diphosphate,,,,0,,0
DB01942,Formic acid,,,,0,,0
DB02552,Geranyl Diphosphate,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03796,Palmitic Acid,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB04540,Cholesterol,,,,0,,0
DB04714,ISOPENTENYL PYROPHOSPHATE,,,,0,,0
DB07780,Farnesyl diphosphate,,,,0,,0
DB00439,Cerivastatin,SEERZIQQUAZTOL-ANMDKAQQSA-N,SEERZIQQUAZTOL,C10AA06,1,HMGCR,1
DB00440,Trimethoprim,IEDVJHCEMCRBQM-UHFFFAOYSA-N,IEDVJHCEMCRBQM,J01EA01|J01EE01|J01EE02|J01EE03|J01EE04|J01EE05|J01EE07|J04AM08,8,DHFR,1
DB00171,ATP,,,,0,,0
DB00441,Gemcitabine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00171,ATP,,,,0,,0
DB00441,Gemcitabine,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00441,Gemcitabine,SDUQYLNIPVEERB-QPPQHZFASA-N,SDUQYLNIPVEERB,L01BC05,1,CMPK1|RRM1|RRM2|TYMS,4
DB00442,Entecavir,QDGZDCVAUDNJFG-FXQIFTODSA-N,QDGZDCVAUDNJFG,J05AF10,1,,0
DB00443,Betamethasone,UREBDLICKHMUKA-DVTGEIKXSA-N,UREBDLICKHMUKA,A07EA04|C05AA05|D07AC01|D07BC01|D07CC01|D07XC01|H02AB01|R01AD06|R03BA04|S01BA06|S01BB04|S01CA05|S01CB04|S02BA07|S03BA03|S03CA06,16,NR3C1,1
DB00157,NADH,,,,0,,0
DB00444,Teniposide,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB00157,NADH,,,,0,,0
DB00444,Teniposide,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB00444,Teniposide,NRUKOCRGYNPUPR-QBPJDGROSA-N,NRUKOCRGYNPUPR,L01CB02,1,TOP2A|TOP2B,2
DB00445,Epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,AOJJSUZBOXZQNB,L01DB03,1,TOP2A|TOP2B,2
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00446,Chloramphenicol,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00446,Chloramphenicol,WIIZWVCIJKGZOK-RKDXNWHRSA-N,WIIZWVCIJKGZOK,D06AX02|D10AF03|G01AA05|J01BA01|S01AA01|S02AA01|S03AA08,7,CD55,1
DB00447,Loracarbef,JAPHQRWPEGVNBT-UTUOFQBUSA-N,JAPHQRWPEGVNBT,J01DC08,1,,0
DB00448,Lansoprazole,,,,0,,0
DB00171,ATP,,,,0,,0
DB00448,Lansoprazole,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB03128,Acetylcholine,,,,0,,0
DB00448,Lansoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,MJIHNNLFOKEZEW,A02BC03|A02BC53|A02BD02|A02BD03|A02BD07|A02BD09|A02BD10,7,ATP4A|MAPT,2
DB00449,Dipivefrin,OCUJLLGVOUDECM-UHFFFAOYSA-N,OCUJLLGVOUDECM,S01EA02,1,ACHE|ADRA1A|ADRA2A|ADRB1|ADRB2|BCHE,6
DB00450,Droperidol,RMEDXOLNCUSCGS-UHFFFAOYSA-N,RMEDXOLNCUSCGS,N05AD08,1,ADRA1A|DRD2,2
DB00135,Tyrosine,,,,0,,0
DB00279,Liothyronine,,,,0,,0
DB00451,Levothyroxine,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01758,3-Iodo-Tyrosine,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02688,"2,3-Didehydroalanine",,,,0,,0
DB03147,Flavin adenine dinucleotide,,,,0,,0
DB03374,"3,5-Diiodotyrosine",,,,0,,0
DB00451,Levothyroxine,XUIIKFGFIJCVMT-LBPRGKRZSA-N,XUIIKFGFIJCVMT,H03AA01|H03AA51,2,ITGAV|ITGB3|THRA|THRB,4
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00452,Framycetin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00452,Framycetin,PGBHMTALBVVCIT-VCIWKGPPSA-N,PGBHMTALBVVCIT,D09AA01|R01AX08|S01AA07,3,CXCR4,1
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00453,Clomocycline,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00453,Clomocycline,GJGDLRSSCNAKGL-KMVLDZISSA-N,GJGDLRSSCNAKGL,J01AA11,1,,0
DB00454,Meperidine,XADCESSVHJOZHK-UHFFFAOYSA-N,XADCESSVHJOZHK,N02AB02|N02AB52|N02AB72|N02AG03,4,CES1|CHRM1|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|OPRK1|OPRM1|SLC6A2|SLC6A3|SLC6A4,12
DB00455,Loratadine,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00455,Loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW,R06AX13,1,HRH1|KCNH2,2
DB00456,Cefalotin,XIURVHNZVLADCM-IUODEOHRSA-N,XIURVHNZVLADCM,J01DB03,1,,0
DB00457,Prazosin,IENZQIKPVFGBNW-UHFFFAOYSA-N,IENZQIKPVFGBNW,C02CA01|C02LE01,2,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|KCNH2,6
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00458,Imipramine,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01151,Desipramine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB00157,NADH,,,,0,,0
DB00458,Imipramine,,,,0,,0
DB01151,Desipramine,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB00458,Imipramine,BCGWQEUPMDMJNV-UHFFFAOYSA-N,BCGWQEUPMDMJNV,N06AA02,1,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCND2|KCND3|KCNH1|KCNH2|ORM2|SLC6A2|SLC6A3|SLC6A4,24
DB00459,Acitretin,IHUNBGSDBOWDMA-AQFIFDHZSA-N,IHUNBGSDBOWDMA,D05BB02,1,RARA|RARB|RARG|RBP1|RXRA|RXRB|RXRG|STAT3,8
DB00460,Verteporfin,,,S01LA01,1,,0
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00461,Nabumetone,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00461,Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,BLXXJMDCKKHMKV,M01AX01,1,PTGS1|PTGS2,2
DB00462,Methscopolamine bromide,CXYRUNPLKGGUJF-RAFJPFSSSA-M,CXYRUNPLKGGUJF,,0,CHRM1|CHRM2|CHRM3,3
DB00463,Metharbital,FWJKNZONDWOGMI-UHFFFAOYSA-N,FWJKNZONDWOGMI,N03AA30,1,CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRG3|GRIA2|GRIK2,11
DB00464,Sodium tetradecyl sulfate,FVEFRICMTUKAML-UHFFFAOYSA-M,FVEFRICMTUKAML,C05BB04,1,PROC|PROS1,2
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00465,Ketorolac,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00465,Ketorolac,OZWKMVRBQXNZKK-UHFFFAOYSA-N,OZWKMVRBQXNZKK,M01AB15|S01BC05|S01FB51,3,PTGS1|PTGS2,2
DB00466,Picrotoxin,VJKUPQSHOVKBCO-ZTYBEOBUSA-N,VJKUPQSHOVKBCO,,0,GABRA1|GABRR1|GLRA1|GLRA2|GLRA3,5
DB00467,Enoxacin,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,IDYZIJYBMGIQMJ,J01MA04,1,TOP2A|TOP2B,2
DB00468,Quinine,LOUPRKONTZGTKE-WZBLMQSHSA-N,LOUPRKONTZGTKE,M09AA72|P01BC01,2,GP9|KCNN4,2
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00469,Tenoxicam,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00469,Tenoxicam,LZNWYQJJBLGYLT-UHFFFAOYSA-N,LZNWYQJJBLGYLT,M01AC02,1,PTGS1|PTGS2,2
DB00470,Dronabinol,CYQFCXCEBYINGO-IAGOWNOFSA-N,CYQFCXCEBYINGO,A04AD10,1,CNR1|CNR2,2
DB00471,Montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,UCHDWCPVSPXUMX,R03DC03|R03DC53,2,ALOX5|CYSLTR1,2
DB00157,NADH,,,,0,,0
DB00472,Fluoxetine,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB06731,Seproxetine,,,,0,,0
DB00157,NADH,,,,0,,0
DB00171,ATP,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00472,Fluoxetine,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03843,Formaldehyde,,,,0,,0
DB06731,Seproxetine,,,,0,,0
DB00472,Fluoxetine,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,RTHCYVBBDHJXIQ,N06AB03|N06CA03,2,CHRNA2|CHRNA3|CHRNB4|CKS1B|HTR2C|KCNH2|SLC6A4,7
DB00473,Hexylcaine,DKLKMKYDWHYZTD-UHFFFAOYSA-N,DKLKMKYDWHYZTD,,0,SCN10A|SCN5A,2
DB00474,Methohexital,NZXKDOXHBHYTKP-UHFFFAOYSA-N,NZXKDOXHBHYTKP,N01AF01|N05CA15|N05CB01,3,GABRA1,1
DB00475,Chlordiazepoxide,ANTSCNMPPGJYLG-UHFFFAOYSA-N,ANTSCNMPPGJYLG,N05BA02,1,GABRA1|TSPO,2
DB00476,Duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,ZEUITGRIYCTCEM,N06AX21,1,SLC6A2|SLC6A3|SLC6A4,3
DB00477,Chlorpromazine,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,ZPEIMTDSQAKGNT,N05AA01,1,ADRA1A|ADRA1B|ADRA2A|CALM1|CHRM1|CHRM3|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HRH4|HTR1A|HTR2A|HTR2C|HTR6|HTR7|KCNH2|ORM1|SMPD1,21
DB00478,Rimantadine,UBCHPRBFMUDMNC-UHFFFAOYSA-N,UBCHPRBFMUDMNC,J05AC02,1,,0
DB00117,Histidine,,,,0,,0
DB00131,Adenosine phosphate,,,,0,,0
DB00134,Methionine,,,,0,,0
DB00149,Leucine,,,,0,,0
DB00156,Threonine,,,,0,,0
DB00160,Alanine,,,,0,,0
DB00161,Valine,,,,0,,0
DB00167,Isoleucine,,,,0,,0
DB00171,ATP,,,,0,,0
DB00172,Proline,,,,0,,0
DB00174,Asparagine,,,,0,,0
DB00479,Amikacin,,,,0,,0
DB01972,Guanosine-5'-Monophosphate,,,,0,,0
DB02431,Cytidine-5'-Triphosphate,,,,0,,0
DB03685,Uridine monophosphate,,,,0,,0
DB03929,D-Serine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00479,Amikacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,LKCWBDHBTVXHDL,D06AX12|J01GB06|J01RA06|S01AA21,4,,0
DB00480,Lenalidomide,GOTYRUGSSMKFNF-UHFFFAOYSA-N,GOTYRUGSSMKFNF,L04AX04,1,CDH5|CRBN|PTGS2|TNF|TNFSF11,5
DB00481,Raloxifene,GZUITABIAKMVPG-UHFFFAOYSA-N,GZUITABIAKMVPG,G03XC01,1,ESR1|ESR2|SERPINB9|TFF1,4
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00482,Celecoxib,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03435,Uridine-5'-Diphosphate,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00482,Celecoxib,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03435,Uridine-5'-Diphosphate,,,,0,,0
DB00482,Celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,RZEKVGVHFLEQIL,C08CA51|G01AE10|L01XX33|M01AH01|N02AJ16,5,CA2|CA3|CDH11|NEU1|PDPK1|PTGS2|STAT3,7
DB00483,Gallamine triethiodide,REEUVFCVXKWOFE-UHFFFAOYSA-K,REEUVFCVXKWOFE,,0,ACHE|CHRM1|CHRM2|CHRM5|CHRNA2,5
DB00484,Brimonidine,XYLJNLCSTIOKRM-UHFFFAOYSA-N,XYLJNLCSTIOKRM,D11AX21|S01EA05|S01GA07,3,ADRA2A|ADRA2B|ADRA2C,3
DB00485,Dicloxacillin,YFAGHNZHGGCZAX-JKIFEVAISA-N,YFAGHNZHGGCZAX,J01CF01|J01CR50,2,,0
DB00486,Nabilone,GECBBEABIDMGGL-RTBURBONSA-N,GECBBEABIDMGGL,A04AD11,1,CNR1|CNR2,2
DB00487,Pefloxacin,FHFYDNQZQSQIAI-UHFFFAOYSA-N,FHFYDNQZQSQIAI,J01MA03,1,TOP2A|TOP2B,2
DB00488,Altretamine,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,UUVWYPNAQBNQJQ,L01XX03,1,,0
DB00171,ATP,,,,0,,0
DB00489,Sotalol,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB00489,Sotalol,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON,C07AA07|C07BA07|C07FX02,3,ADRB1|ADRB2|KCNH2,3
DB00490,Buspirone,QWCRAEMEVRGPNT-UHFFFAOYSA-N,QWCRAEMEVRGPNT,N05BE01,1,ADRA1A|DRD2|DRD3|DRD4|HTR1A,5
DB00491,Miglitol,IBAQFPQHRJAVAV-ULAWRXDQSA-N,IBAQFPQHRJAVAV,A10BF02,1,GAA|GANAB|GANC|MGAM,4
DB00492,Fosinopril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00492,Fosinopril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00492,Fosinopril,BIDNLKIUORFRQP-FLODCBCLSA-N,BIDNLKIUORFRQP,C09AA09|C09BA09,2,ACE,1
DB00493,Cefotaxime,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GPRBEKHLDVQUJE,J01DD01,1,ALB|SLC15A1|SLC15A2|SLC22A11|SLC22A6|SLC22A7|SLC22A8,7
DB00494,Entacapone,JRURYQJSLYLRLN-BJMVGYQFSA-N,JRURYQJSLYLRLN,N04BX02,1,COMT,1
DB00131,Adenosine phosphate,,,,0,,0
DB00171,ATP,,,,0,,0
DB00495,Zidovudine,,,,0,,0
DB04160,Pyrophosphoric acid,,,,0,,0
DB00495,Zidovudine,HBOMLICNUCNMMY-XLPZGREQSA-N,HBOMLICNUCNMMY,J05AF01|J05AR01|J05AR04|J05AR05,4,FLT3|POL|TERT,3
DB00496,Darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,HXGBXQDTNZMWGS,G04BD10,1,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,5
DB00171,ATP,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00497,Oxycodone,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00497,Oxycodone,BRUQQQPBMZOVGD-XFKAJCMBSA-N,BRUQQQPBMZOVGD,N02AA05|N02AA55|N02AA56|N02AJ17|N02AJ18|N02AJ19,6,OPRD1|OPRK1|OPRM1,3
DB00498,Phenindione,,,,0,,0
DB01022,Phylloquinone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00498,Phenindione,NFBAXHOPROOJAW-UHFFFAOYSA-N,NFBAXHOPROOJAW,B01AA02,1,VKORC1,1
DB00499,Flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,MKXKFYHWDHIYRV,L02BB01,1,AHR|AR|NR1I2,3
DB00142,Glutamic acid,,,,0,,0
DB00143,Glutathione,,,,0,,0
DB00500,Tolmetin,,,,0,,0
DB00917,Dinoprostone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02056,Prostaglandin D2,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB03866,Prostaglandin G2,,,,0,,0
DB04557,Arachidonic Acid,,,,0,,0
DB00500,Tolmetin,UPSPUYADGBWSHF-UHFFFAOYSA-N,UPSPUYADGBWSHF,M01AB03|M02AA21,2,PTGS1|PTGS2,2
DB00171,ATP,,,,0,,0
DB00501,Cimetidine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01593,Zinc,,,,0,,0
DB03128,Acetylcholine,,,,0,,0
DB00501,Cimetidine,,,,0,,0
DB00501,Cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND,A02BA01|A02BA51,2,HRH2,1
DB00502,Haloperidol,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ,N05AD01,1,ADRA1A|ADRA2A|ADRA2B|ADRA2C|CHRM3|DRD1|DRD2|DRD3|GRIN2B|HRH1|HTR1A|HTR2A|HTR2C|HTR6|HTR7|MCHR1|SIGMAR1|SLC18A2,18
DB00503,Ritonavir,NCDNCNXCDXHOMX-XGKFQTDJSA-N,NCDNCNXCDXHOMX,J05AE03|J05AE30|J05AP52|J05AP53|J05AR10|J05AR23|J05AR26,7,NR1I2|POL,2
DB00171,ATP,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00504,Levallorphan,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00504,Levallorphan,OZYUPQUCAUTOBP-QXAKKESOSA-N,OZYUPQUCAUTOBP,,0,CHRNA2|OPRM1,2
DB00505,Tridihexethyl,NPRHVSBSZMAEIN-UHFFFAOYSA-N,NPRHVSBSZMAEIN,A03AB08,1,CHRM1|CHRM2|CHRM3|CHRM5,4
DB00507,Nitazoxanide,YQNQNVDNTFHQSW-UHFFFAOYSA-N,YQNQNVDNTFHQSW,P01AX11,1,,0
DB00508,Triflupromazine,XSCGXQMFQXDFCW-UHFFFAOYSA-N,XSCGXQMFQXDFCW,N05AA05,1,CHRM1|CHRM2|DRD1|DRD2|HTR2B,5
DB00509,Dextrothyroxine,XUIIKFGFIJCVMT-GFCCVEGCSA-N,XUIIKFGFIJCVMT,C10AX01,1,THRA|THRB|TPO,3
DB00511,Acetyldigitoxin,HPMZBILYSWLILX-UMDUKNJSSA-N,HPMZBILYSWLILX,C01AA01,1,ATP1A1,1
DB00512,Vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,MYPYJXKWCTUITO,A07AA09|J01XA01|S01AA28,3,,0
DB00513,Aminocaproic acid,,,,0,,0
DB01022,Phylloquinone,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00513,Aminocaproic acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,SLXKOJJOQWFEFD,B02AA01,1,LPA|PLAT|PLG,3
DB00514,Dextromethorphan,MKXZASYAUGDDCJ-NJAFHUGGSA-N,MKXZASYAUGDDCJ,N06AX62|N07XX59|R05DA09,3,CHRNA2|CHRNA3|CHRNA4|CHRNA7|CHRNB2|CHRNB4|CYBB|CYP19A1|GRIN3A|OPRD1|OPRK1|OPRM1|PGRMC1|SIGMAR1|SLC6A2|SLC6A4,16
DB00515,Cisplatin,LXZZYRPGZAFOLE-UHFFFAOYSA-L,LXZZYRPGZAFOLE,L01XA01,1,A2M|ATOX1|MPG|TF,4
DB00516,Bentoquatam,,,,0,,0
DB00517,Anisotropine methylbromide,QSFKGMJOKUZAJM-UHFFFAOYSA-M,QSFKGMJOKUZAJM,,0,CHRM1|CHRM2|CHRM3|CHRM5,4
DB00518,Albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,HXHWSAZORRCQMX,P02CA03,1,TUBA1A|TUBB4B,2
DB00519,Trandolapril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00519,Trandolapril,,,,0,,0
DB01593,Zinc,,,,0,,0
DB00519,Trandolapril,VXFJYXUZANRPDJ-WTNASJBWSA-N,VXFJYXUZANRPDJ,C09AA10|C09BB10,2,ACE,1
DB00520,Caspofungin,JYIKNQVWKBUSNH-WVDDFWQHSA-N,JYIKNQVWKBUSNH,J02AX04,1,,0
DB00171,ATP,,,,0,,0
DB00521,Carteolol,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB01378,Magnesium cation,,,,0,,0
DB00521,Carteolol,LWAFSWPYPHEXKX-UHFFFAOYSA-N,LWAFSWPYPHEXKX,C07AA15|S01ED05|S01ED55,3,ADRB1|ADRB2,2
DB00522,Bentiromide,SPPTWHFVYKCNNK-FQEVSTJZSA-N,SPPTWHFVYKCNNK,V04CK03,1,HPN,1
DB00157,NADH,,,,0,,0
DB00162,Vitamin A,,,,0,,0
DB00523,Alitretinoin,,,,0,,0
DB00755,Tretinoin,,,,0,,0
DB01592,Iron,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02699,4-Oxoretinol,,,,0,,0
DB00157,NADH,,,,0,,0
DB00162,Vitamin A,,,,0,,0
DB00523,Alitretinoin,,,,0,,0
DB00755,Tretinoin,,,,0,,0
DB01592,Iron,,,,0,,0
DB01593,Zinc,,,,0,,0
DB02577,Mesoheme,,,,0,,0
DB02699,4-Oxoretinol,,,,0,,0
DB00523,Alitretinoin,SHGAZHPCJJPHSC-ZVCIMWCZSA-N,SHGAZHPCJJPHSC,D11AH04|L01XF02,2,CYP26C1|IGFBP3|PSG5|RARA|RARB|RARG|RXRA|RXRB|RXRG,9
DB00151,Cysteine,,,,0,,0
DB00524,Metolazone,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB03904,Urea,,,,0,,0
DB00524,Metolazone,AQCHWTWZEMGIFD-UHFFFAOYSA-N,AQCHWTWZEMGIFD,C03BA08|C03EA12|G01AE10,3,SLC12A3,1
DB00525,Tolnaftate,FUSNMLFNXJSCDI-UHFFFAOYSA-N,FUSNMLFNXJSCDI,D01AE18,1,SQLE,1
DB00526,Oxaliplatin,ZROHGHOFXNOHSO-BNTLRKBRSA-L,ZROHGHOFXNOHSO,L01XA03,1,,0
DB00171,ATP,,,,0,,0
DB00368,Norepinephrine,,,,0,,0
DB00527,Cinchocaine,,,,0,,0
DB00988,Dopamine,,,,0,,0
DB01345,Potassium cation,,,,0,,0
DB01373,Calcium,,,,0,,0
DB00527,Cinchocaine,PUFQVTATUTYEAL-UHFFFAOYSA-N,PUFQVTATUTYEAL,C05AD04|D04AB02|N01BB06|S01HA06|S02DA04,5,CALM1|SCN10A|SCN5A,3
DB00528,Lercanidipine,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,ZDXUKAKRHYTAKV,C08CA13|C09BB02|C09DB08,3,CACNA2D1|CACNG1,2
DB00529,Foscarnet,ZJAOAACCNHFJAH-UHFFFAOYSA-N,ZJAOAACCNHFJAH,J05AD01,1,,0
DB00171,ATP,,,,0,,0
DB00530,Erlotinib,,,,0,,0
DB00530,Erlotinib,AAKJLRGGTJKAMG-UHFFFAOYSA-N,AAKJLRGGTJKAMG,L01EB02,1,EGFR|NR1I2,2
DB00143,Glutathione,,,,0,,0
DB00157,NADH,,,,0,,0
DB00531,Cyclophosphamide,,,,0,,0
DB02577,Mesoheme,,,,0,,0
